"Plot Title: sparcnet_air_plot_3"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20153865, SEN S/N: 20153865, LBL: Temp)","Intensity, Lux (LGR S/N: 20153865, SEN S/N: 20153865, LBL: Light)","Coupler Attached (LGR S/N: 20153865)","Host Connected (LGR S/N: 20153865)","Coupler Detached (LGR S/N: 20153865)","Stopped (LGR S/N: 20153865)","End Of File (LGR S/N: 20153865)"
274,08/26/19 08:00:00 AM,13.558,355.2,,,,,
275,08/26/19 12:00:00 PM,15.951,4822.3,,,,,
276,08/26/19 04:00:00 PM,17.189,1636.1,,,,,
277,08/26/19 08:00:00 PM,16.141,0.0,,,,,
278,08/27/19 12:00:00 AM,15.855,0.0,,,,,
279,08/27/19 04:00:00 AM,15.282,0.0,,,,,
280,08/27/19 08:00:00 AM,15.378,86.1,,,,,
281,08/27/19 12:00:00 PM,16.808,602.8,,,,,
282,08/27/19 04:00:00 PM,17.855,419.8,,,,,
283,08/27/19 08:00:00 PM,18.426,0.0,,,,,
284,08/28/19 12:00:00 AM,17.855,0.0,,,,,
285,08/28/19 04:00:00 AM,17.570,0.0,,,,,
286,08/28/19 08:00:00 AM,17.760,86.1,,,,,
287,08/28/19 12:00:00 PM,18.806,1216.3,,,,,
288,08/28/19 04:00:00 PM,20.519,2755.6,,,,,
289,08/28/19 08:00:00 PM,17.189,0.0,,,,,
290,08/29/19 12:00:00 AM,14.996,0.0,,,,,
291,08/29/19 04:00:00 AM,13.076,0.0,,,,,
292,08/29/19 08:00:00 AM,11.334,441.3,,,,,
293,08/29/19 12:00:00 PM,17.570,3272.2,,,,,
294,08/29/19 04:00:00 PM,20.043,3272.2,,,,,
295,08/29/19 08:00:00 PM,16.713,0.0,,,,,
296,08/30/19 12:00:00 AM,12.980,0.0,,,,,
297,08/30/19 04:00:00 AM,13.461,0.0,,,,,
298,08/30/19 08:00:00 AM,13.558,355.2,,,,,
299,08/30/19 12:00:00 PM,20.901,3444.5,,,,,
300,08/30/19 04:00:00 PM,22.812,3444.5,,,,,
301,08/30/19 08:00:00 PM,19.472,0.0,,,,,
302,08/31/19 12:00:00 AM,16.903,0.0,,,,,
303,08/31/19 04:00:00 AM,15.951,0.0,,,,,
304,08/31/19 08:00:00 AM,16.332,452.1,,,,,
305,08/31/19 12:00:00 PM,19.853,2066.7,,,,,
306,08/31/19 04:00:00 PM,22.142,2927.8,,,,,
307,08/31/19 08:00:00 PM,18.996,0.0,,,,,
308,09/01/19 12:00:00 AM,16.523,0.0,,,,,
309,09/01/19 04:00:00 AM,15.282,0.0,,,,,
310,09/01/19 08:00:00 AM,14.804,430.6,,,,,
311,09/01/19 12:00:00 PM,16.427,1377.8,,,,,
312,09/01/19 04:00:00 PM,18.331,1141.0,,,,,
313,09/01/19 08:00:00 PM,17.950,0.0,,,,,
314,09/02/19 12:00:00 AM,18.045,0.0,,,,,
315,09/02/19 04:00:00 AM,17.760,0.0,,,,,
316,09/02/19 08:00:00 AM,16.523,376.7,,,,,
317,09/02/19 12:00:00 PM,19.567,1463.9,,,,,
318,09/02/19 04:00:00 PM,20.805,2325.0,,,,,
319,09/02/19 08:00:00 PM,18.806,0.0,,,,,
320,09/03/19 12:00:00 AM,16.999,0.0,,,,,
321,09/03/19 04:00:00 AM,15.569,0.0,,,,,
322,09/03/19 08:00:00 AM,14.038,355.2,,,,,
323,09/03/19 12:00:00 PM,19.662,2669.5,,,,,
324,09/03/19 04:00:00 PM,22.333,2755.6,,,,,
325,09/03/19 08:00:00 PM,19.187,0.0,,,,,
326,09/04/19 12:00:00 AM,15.760,0.0,,,,,
327,09/04/19 04:00:00 AM,14.325,0.0,,,,,
328,09/04/19 08:00:00 AM,17.379,290.6,,,,,
329,09/04/19 12:00:00 PM,22.142,3616.7,,,,,
330,09/04/19 04:00:00 PM,23.869,3100.0,,,,,
331,09/04/19 08:00:00 PM,20.043,0.0,,,,,
332,09/05/19 12:00:00 AM,16.237,0.0,,,,,
333,09/05/19 04:00:00 AM,13.269,0.0,,,,,
334,09/05/19 08:00:00 AM,12.304,441.3,,,,,
335,09/05/19 12:00:00 PM,17.950,2669.5,,,,,
336,09/05/19 04:00:00 PM,19.282,1808.3,,,,,
337,09/05/19 08:00:00 PM,17.760,0.0,,,,,
338,09/06/19 12:00:00 AM,14.709,0.0,,,,,
339,09/06/19 04:00:00 AM,14.613,0.0,,,,,
340,09/06/19 08:00:00 AM,14.804,236.8,,,,,
341,09/06/19 12:00:00 PM,16.999,2669.5,,,,,
342,09/06/19 04:00:00 PM,20.519,753.5,,,,,
343,09/06/19 08:00:00 PM,17.855,0.0,,,,,
344,09/07/19 12:00:00 AM,16.523,0.0,,,,,
345,09/07/19 04:00:00 AM,14.709,0.0,,,,,
346,09/07/19 08:00:00 AM,12.883,279.9,,,,,
347,09/07/19 12:00:00 PM,17.950,3616.7,,,,,
348,09/07/19 04:00:00 PM,19.567,3961.1,,,,,
349,09/07/19 08:00:00 PM,16.523,0.0,,,,,
350,09/08/19 12:00:00 AM,14.325,0.0,,,,,
351,09/08/19 04:00:00 AM,11.528,0.0,,,,,
352,09/08/19 08:00:00 AM,10.748,226.0,,,,,
353,09/08/19 12:00:00 PM,17.475,1722.2,,,,,
354,09/08/19 04:00:00 PM,19.853,1194.8,,,,,
355,09/08/19 08:00:00 PM,16.999,0.0,,,,,
356,09/09/19 12:00:00 AM,15.664,0.0,,,,,
357,09/09/19 04:00:00 AM,14.709,0.0,,,,,
358,09/09/19 08:00:00 AM,14.613,376.7,,,,,
359,09/09/19 12:00:00 PM,18.616,2755.6,,,,,
360,09/09/19 04:00:00 PM,19.948,1377.8,,,,,
361,09/09/19 08:00:00 PM,16.999,0.0,,,,,
362,09/10/19 12:00:00 AM,14.038,0.0,,,,,
363,09/10/19 04:00:00 AM,12.401,0.0,,,,,
364,09/10/19 08:00:00 AM,11.819,301.4,,,,,
365,09/10/19 12:00:00 PM,20.901,3100.0,,,,,
366,09/10/19 04:00:00 PM,23.966,2755.6,,,,,
367,09/10/19 08:00:00 PM,19.948,0.0,,,,,
368,09/11/19 12:00:00 AM,16.999,0.0,,,,,
369,09/11/19 04:00:00 AM,15.760,0.0,,,,,
370,09/11/19 08:00:00 AM,16.046,269.1,,,,,
371,09/11/19 12:00:00 PM,24.738,2755.6,,,,,
372,09/11/19 04:00:00 PM,25.125,505.9,,,,,
373,09/11/19 08:00:00 PM,22.142,0.0,,,,,
374,09/12/19 12:00:00 AM,19.853,0.0,,,,,
375,09/12/19 04:00:00 AM,18.616,0.0,,,,,
376,09/12/19 08:00:00 AM,19.567,419.8,,,,,
377,09/12/19 12:00:00 PM,24.545,3100.0,,,,,
378,09/12/19 04:00:00 PM,25.416,3788.9,,,,,
379,09/12/19 08:00:00 PM,22.046,0.0,,,,,
380,09/13/19 12:00:00 AM,19.567,0.0,,,,,
381,09/13/19 04:00:00 AM,19.187,0.0,,,,,
382,09/13/19 08:00:00 AM,18.045,86.1,,,,,
383,09/13/19 12:00:00 PM,18.045,1722.2,,,,,
384,09/13/19 04:00:00 PM,16.332,484.4,,,,,
385,09/13/19 08:00:00 PM,15.473,0.0,,,,,
386,09/14/19 12:00:00 AM,15.569,0.0,,,,,
387,09/14/19 04:00:00 AM,15.855,0.0,,,,,
388,09/14/19 08:00:00 AM,16.237,0.0,,,,,
389,09/14/19 12:00:00 PM,19.187,1894.5,,,,,
390,09/14/19 04:00:00 PM,21.091,2497.2,,,,,
391,09/14/19 08:00:00 PM,17.950,0.0,,,,,
392,09/15/19 12:00:00 AM,14.230,0.0,,,,,
393,09/15/19 04:00:00 AM,11.041,0.0,,,,,
394,09/15/19 08:00:00 AM,8.978,204.5,,,,,
395,09/15/19 12:00:00 PM,16.903,2583.4,,,,,
396,09/15/19 04:00:00 PM,20.805,2755.6,,,,,
397,09/15/19 08:00:00 PM,16.808,0.0,,,,,
398,09/16/19 12:00:00 AM,15.282,0.0,,,,,
399,09/16/19 04:00:00 AM,12.690,0.0,,,,,
400,09/16/19 08:00:00 AM,13.076,387.5,,,,,
401,09/16/19 12:00:00 PM,21.282,2755.6,,,,,
402,09/16/19 04:00:00 PM,23.869,2755.6,,,,,
403,09/16/19 08:00:00 PM,19.758,0.0,,,,,
404,09/17/19 12:00:00 AM,16.999,0.0,,,,,
405,09/17/19 04:00:00 AM,16.523,0.0,,,,,
406,09/17/19 08:00:00 AM,16.808,183.0,,,,,
407,09/17/19 12:00:00 PM,17.475,1130.2,,,,,
408,09/17/19 04:00:00 PM,20.424,3616.7,,,,,
409,09/17/19 08:00:00 PM,16.332,0.0,,,,,
410,09/18/19 12:00:00 AM,12.304,0.0,,,,,
411,09/18/19 04:00:00 AM,9.275,0.0,,,,,
412,09/18/19 08:00:00 AM,7.983,204.5,,,,,
413,09/18/19 12:00:00 PM,16.523,2927.8,,,,,
414,09/18/19 04:00:00 PM,18.806,2927.8,,,,,
415,09/18/19 08:00:00 PM,14.325,0.0,,,,,
416,09/19/19 12:00:00 AM,9.768,0.0,,,,,
417,09/19/19 04:00:00 AM,7.882,0.0,,,,,
418,09/19/19 08:00:00 AM,10.553,129.2,,,,,
419,09/19/19 12:00:00 PM,13.846,2066.7,,,,,
420,09/19/19 04:00:00 PM,17.760,2927.8,,,,,
421,09/19/19 08:00:00 PM,13.076,0.0,,,,,
422,09/20/19 12:00:00 AM,9.176,0.0,,,,,
423,09/20/19 04:00:00 AM,6.573,0.0,,,,,
424,09/20/19 08:00:00 AM,5.655,215.3,,,,,
425,09/20/19 12:00:00 PM,18.711,2927.8,,,,,
426,09/20/19 04:00:00 PM,21.282,2755.6,,,,,
