Row,page,site,pp,ss,session,date,plot,board,species,svl,tl,mass,tail,testes,snout,cirri,eggs,Neggs,sex,morph,recap,mark1,mark2,markf,notes,flag,id,Resolution,Fixed by,Comments
671,24,Piney,2,5,8,2017-10-22,5,D0,PCIN,43.9,81.6,1.08,N,,CIRRI,1,,NA,M,S,N,XYYX,XYYX,XYYX,NA,NA,XYYX,NA,NA,NA
672,24,Piney,2,5,8,2017-10-22,5,E0,PCIN,41.5,71.1,0.96,Y,,CIRRI,1,,NA,M,S,R,YBXR,YBXR,YBXR,NA,NA,YBXR,NA,NA,NA
676,24,Piney,2,5,8,2017-10-22,5,D8,PCIN,45.3,92.5,1.13,N,,NA,0,,9,F,S,R,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
683,24,Piney,2,5,8,2017-10-22,5,B0,PCIN,45.2,63.2,1.12,Y,,NA,0,,9,F,S,N,YXXY,YXXY,YXXY,NA,NA,YXXY,NA,NA,NA
682,24,Piney,2,5,8,2017-10-22,5,A9,PCIN,44,82.9,1.11,Y,,NA,0,,10,F,S,N,YYXX,NA,YYXX,NA,NA,YYXX,NA,NA,NA
681,24,Piney,2,5,8,2017-10-22,5,A6,PCIN,36.6,65.2,0.66,Y,,CIRRI,1,,NA,M,S,R,XXXY,YYYY,YYYY,yellow barely there - added yellows; was XXXY,NA,YYYY,NA,NA,NA
654,23,Piney,2,5,6,2017-10-22,6,A9,PCIN,39.6,72.4,0.74,N,,NA,0,,NA,F,S,R,BXRO,BXRO,BXRO,NA,NA,BXRO,NA,NA,NA
659,24,Piney,2,5,6,2017-10-22,6,E7,PCIN,43.2,69.4,0.99,Y,,CIRRI,1,,NA,M,S,R,BXYB,BXYB,BXYB,NA,NA,BXYB,NA,NA,NA
662,24,Piney,2,5,6,2017-10-22,6,A6,PCIN,47.3,82.7,1.37,Y,,NA,0,,12,F,S,R,BYBX,BYBX,BYBX,Y floater in 4th position,NA,BYBX,NA,NA,NA
650,23,Piney,2,5,6,2017-10-22,6,B2,PCIN,45.6,84.5,1.24,N,,NA,0,,11,F,S,N,OOOO,OOOO,OOOO,some O floaters at bottom,NA,OOOO,NA,NA,NA
656,23,Piney,2,5,6,2017-10-22,6,A0,PCIN,41.3,76.7,1.27,Y,,NA,0,,11,F,S,R,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
658,24,Piney,2,5,6,2017-10-22,6,A4,PCIN,42,71.6,0.87,Y,,CIRRI,1,,NA,M,S,R,OXXY,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
649,23,Piney,2,5,6,2017-10-22,6,B8,PCIN,44.6,77.3,1.27,Y,,NA,0,,9,F,S,N,OYXO,OYXO,OYXO,some O and Y floaters at top,NA,OYXO,NA,NA,NA
657,24,Piney,2,5,6,2017-10-22,6,C5,PCIN,47.2,80.8,1.29,Y,,NA,0,,7,F,S,R,OYXX,OYXX,OYXX,Y floater in 4th position (looks like OYXY),NA,OYXX,NA,NA,NA
648,23,Piney,2,5,6,2017-10-22,6,D0,PCIN,46.7,78.6,1.03,Y,,CIRRI,1,,NA,M,S,R,OYXY,OYXY,OYXY,NA,NA,OYXY,NA,NA,NA
666,24,Piney,2,5,6,2017-10-22,6,D2,PCIN,39.7,61.2,0.86,Y,,NA,0,,8,F,S,R,RRXO,RRXO,RRXO,R floater in 4th position,NA,RRXO,NA,NA,NA
653,23,Piney,2,5,6,2017-10-22,6,C2,PCIN,36.9,60.6,0.67,Y,,NA,0,,NA,U,S,R,RXXX,RXXX,RXXX,NA,NA,RXXX,NA,NA,NA
643,23,Piney,2,5,6,2017-10-22,6,C8,PCIN,44.5,81.2,1.31,N,,NA,0,,10,F,S,R,RYXX,RYXX,RYXX,NA,NA,RYXX,NA,NA,NA
644,23,Piney,2,5,6,2017-10-22,6,B9,PCIN,41.7,81.2,1.22,N,,NA,0,,11,F,S,R,XOXR,XOXR,XOXR,NA,NA,XOXR,NA,NA,NA
661,24,Piney,2,5,6,2017-10-22,6,D4,PCIN,45.7,85,1.16,N,,CIRRI,1,,NA,M,S,N,XOYX,XOYX,XOYX,NA,NA,XOYX,NA,NA,NA
665,24,Piney,2,5,6,2017-10-22,6,D4,PCIN,34.8,61.3,0.5,Y,,NA,0,,NA,U,S,R,XXOR,XXOR,XXOR,NA,NA,XXOR,NA,NA,NA
645,23,Piney,2,5,6,2017-10-22,6,D7,PCIN,41.5,72.8,0.91,N,,CIRRI,1,,NA,M,S,R,XXOX,XXOX,XXOX,tail fell off while putting back,NA,XXOX,NA,NA,NA
667,24,Piney,2,5,6,2017-10-22,6,B5,PCIN,39.5,66.3,0.72,N,,CIRRI,1,,NA,M,S,R,XXXR,XXXR,XXXR,R floater in 2nd position,NA,XXXR,NA,NA,NA
651,23,Piney,2,5,6,2017-10-22,6,C0,PCIN,38.4,73.1,0.75,N,,CIRRI,1,,NA,M,S,R,XXYX,XXYX,XXYX,NA,NA,XXYX,NA,NA,NA
646,23,Piney,2,5,6,2017-10-22,6,E6,PCIN,44.7,84,1.44,N,,NA,0,,10,F,S,R,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
652,23,Piney,2,5,6,2017-10-22,6,D3,PCIN,42.7,81.6,1.03,N,,NA,0,,9,F,S,R,XYRR,XYRR,XYRR,NA,NA,XYRR,NA,NA,NA
655,23,Piney,2,5,6,2017-10-22,6,C4,PCIN,43.5,46.7,0.71,Y,,NA,0,,0,F,S,N,YXXX,YXXX,YXXX,NA,NA,YXXX,NA,NA,NA
664,24,Piney,2,5,6,2017-10-22,6,A6,PCIN,39.6,73.2,0.78,N,,NA,0,,NA,F,S,N,YXXY,YXXY,YXXY,NA,NA,YXXY,NA,NA,NA
647,23,Piney,2,5,6,2017-10-22,6,D9,PCIN,46.1,84.6,1.39,N,,NA,0,,10,F,S,N,YXYO,YXYO,YXYO,2 yellow marks in 1st position,NA,YXYO,NA,NA,NA
660,24,Piney,2,5,6,2017-10-22,6,E7,PCIN,30.4,55.6,0.36,N,,NA,0,,NA,U,S,N,YXYX,YXYX,YXYX,Y floaters at bottom,NA,YXYX,NA,NA,NA
693,1,Piney,3,1,9,2018-04-21,1,A5,PCIN,41.2,86.1,1.64,N,,NA,0,,10,F,S,R,BBBR,BBBR,BBBR,NA,NA,BBBR,NA,NA,NA
687,1,Piney,3,1,9,2018-04-21,1,A6,PCIN,39.4,70.9,0.82,Y,,NA,0,,NA,M,S,N,BXXO,BXXO,BXXO,orange floaters,NA,BXXO,NA,NA,NA
688,1,Piney,3,1,9,2018-04-21,1,A6,PCIN,48.1,77.2,1.49,Y,,NA,0,,5,F,S,R,BXXR,BXXR,BXXR,NA,NA,BXXR,NA,NA,NA
686,1,Piney,3,1,9,2018-04-21,1,E3,PCIN,33.4,64.6,0.55,N,,NA,0,,0,U,S,R,OORR,WWRR,OORR,NA,Sex,OORR,Changed sex from F to U,NH,NA
691,1,Piney,3,1,9,2018-04-21,1,D8,PCIN,39.2,71.1,1.22,N,,CIRRI,1,,NA,M,S,R,OXOO,OXOO,OXOO,NA,Mark,OXXO,Changed mark to OXXO,NH,NA
692,1,Piney,3,1,9,2018-04-21,1,D8,PCIN,32.3,59.7,0.49,N,,CIRRI,1,,NA,M,S,N,XOOR,XOOR,XOOR,NA,NA,XOOR,NA,NA,NA
689,1,Piney,3,1,9,2018-04-21,1,B7,PCIN,37.9,61.1,0.67,Y,,NA,0,,NA,M,S,R,XXOX,XXOX,XXOX,NA,Mark,XXOO,Changed mark to XXOO,NH,NA
690,1,Piney,3,1,9,2018-04-21,1,C9,PCIN,34.6,54.2,0.78,Y,,CIRRI,1,,NA,M,S,R,YYXY,YYXY,YYXY,NA,Mark,YYXX,Changed mark to YYXX,NH,NA
706,1,Piney,3,1,9,2018-04-21,2,B3,PCIN,40.8,66.2,0.97,Y,,NA,0,,7,F,S,R,OOOO,OOOO,OOOO,NA,NA,OOOO,NA,NA,NA
703,1,Piney,3,1,9,2018-04-21,2,D6,PCIN,42.2,62.6,1.02,Y,,NA,0,,5,F,S,R,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
697,1,Piney,3,1,9,2018-04-21,2,A7,PCIN,19,25.8,0.13,Y,,NA,0,,NA,U,S,N,OXRX,OXRX,OXRX,"baby losing tail, O floaters",NA,OXRX,NA,NA,NA
699,1,Piney,3,1,9,2018-04-21,2,E0,PCIN,38.8,76.5,0.82,Y,,CIRRI,1,,NA,M,S,N,ROXX,ROXX,ROXX,NA,NA,ROXX,NA,NA,NA
696,1,Piney,3,1,9,2018-04-21,2,A4,PCIN,37.5,69.2,0.76,Y,,NA,0,,NA,U,S,N,RRXX,RRXX,RRXX,NA,sex,RRXX,Changed sex from M to U,NH,NA
698,1,Piney,3,1,9,2018-04-21,2,A7,PCIN,38,69.1,0.87,Y,,NA,0,,0,F,S,N,RXXO,RXXO,RXXO,sex unsure (2),NA,RXXO,NA,NA,NA
695,1,Piney,3,1,9,2018-04-21,2,D9,PCIN,38.7,69.7,0.77,N,,NA,0,,NA,M,S,N,RYYX,RYYX,RYYX,NA,NA,RYYX,NA,NA,NA
702,1,Piney,3,1,9,2018-04-21,2,A5,PCIN,35.2,44.7,0.74,Y,,NA,0,,4,F,S,R,XBBX,XBBB,XBBB,remarked B in 4th spot,mark,BBBB,Changed mark to BBBB,NH,NA
708,1,Piney,3,1,9,2018-04-21,2,E6,PCIN,37,75.7,0.75,N,,CIRRI,1,,NA,M,S,R,XOXR,XOXR,XOXR,sex unsure (2),NA,XOXR,NA,NA,NA
700,1,Piney,3,1,9,2018-04-21,2,A7,PCIN,38.7,73.2,1.06,Y,,NA,0,,6,F,S,N,XXOO,XXOO,XXOO,NA,NA,XXOO,NA,NA,NA
707,1,Piney,3,1,9,2018-04-21,2,B3,PCIN,34.4,66.7,0.54,N,,CIRRI,1,,NA,M,S,R,XXXO,XXXO,XXXO,NA,NA,XXXO,NA,NA,NA
705,1,Piney,3,1,9,2018-04-21,2,A2,PCIN,37.9,40.8,0.62,Y,,CIRRI,1,,NA,M,S,R,XXXR,XXXR,XXXR,sex unsure (2),NA,XXXR,NA,NA,NA
701,1,Piney,3,1,9,2018-04-21,2,D1,PCIN,34,68.7,0.67,N,,NA,0,,NA,M,S,R,XXYO,XXYO,XXYO,NA,NA,XXYO,NA,NA,NA
704,1,Piney,3,1,9,2018-04-21,2,A1,PCIN,30,52.4,0.42,Y,,NA,0,,NA,U,S,R,XYRX,XYRX,XYRX,sex unsure (2),sex,XYRX,Changed sex from M to U,NA,NA
694,1,Piney,3,1,9,2018-04-21,2,C4,PCIN,42.5,81.7,1.17,N,,NA,0,,8,F,S,N,XYXO,XYXO,XYXO,NA,NA,XYXO,NA,NA,NA
722,2,Piney,3,1,9,2018-04-21,3,C6,PCIN,43.8,76.1,1.27,N,,NA,0,,0,F,S,R,BBOX,BBOX,BBOX,NA,NA,BBOX,NA,NA,NA
713,1,Piney,3,1,9,2018-04-21,3,B6,PCIN,38.9,75.5,0.8,Y,,NA,0,,NA,M,S,R,XYXX,BYXX,BYXX,"sex unsure (2); added Y to 2nd, was BBXX or BXXB","Mark, sex",BYXX,"Changed mark to BBXX, Changed sex from F to M",NH,NA
718,2,Piney,3,1,9,2018-04-21,3,C7,PCIN,35.5,66.9,0.7,N,,CIRRI,1,,NA,M,S,R,OXXO,OXOO,OXOO,NA,NA,OXOO,NA,NA,NA
712,1,Piney,3,1,9,2018-04-21,3,E0,PCIN,38.3,46.5,0.66,Y,,CIRRI,1,,NA,M,S,N,OXYX,OXYX,OXYX,NA,NA,OXYX,NA,NA,NA
710,1,Piney,3,1,9,2018-04-21,3,D4,PCIN,34.4,64,0.55,N,,NA,0,,NA,U,S,N,OYXX,OYXX,OYXX,NA,NA,OYXX,NA,NA,NA
714,1,Piney,3,1,9,2018-04-21,3,C1,PCIN,34.9,64.7,0.64,N,,NA,0,,0,F,S,N,RXXX,RXXX,RXXX,sex unsure (2),NA,RXXX,NA,NA,NA
721,2,Piney,3,1,9,2018-04-21,3,B3,PCIN,32.8,53.5,0.55,Y,,NA,0,,NA,U,S,R,XOXX,XOXX,XOXX,NA,NA,XOXX,NA,NA,NA
720,2,Piney,3,1,9,2018-04-21,3,B1,PCIN,37.6,70.4,0.71,Y,,NA,0,,0,M,S,R,XROY,XROY,XROY,sex unsure (2),sex,XROY,Changed sex from F to M,NH,NA
709,1,Piney,3,1,9,2018-04-21,3,B0,PCIN,39.1,78.7,1.11,Y,,NA,0,,8,F,S,N,XXOO,XXOO,XXOO,O floaters,NA,XXOO,NA,NA,NA
716,1,Piney,3,1,9,2018-04-21,3,E3,PCIN,43.4,78.9,1.08,Y,,NA,0,,9,F,S,R,XXRO,XXRO,XXRO,NA,Mark,XRXO,Changed mark to XRXO,NH,NA
711,1,Piney,3,1,9,2018-04-21,3,A9,PCIN,45.9,86.8,1.15,Y,,CIRRI,1,,NA,M,S,R,XXYO,XXYO,XXYO,NA,NA,XXYO,NA,NA,NA
719,2,Piney,3,1,9,2018-04-21,3,B9,PCIN,32.5,60.8,0.54,N,,NA,0,,0,U,S,R,XYYX,XYOX,XYOX,sex unsure (2); Y+O in 3rd,sex,XYOX,Changed sex from F to U,NH,NA
715,1,Piney,3,1,9,2018-04-21,3,C0,PCIN,38,71.7,0.66,Y,,CIRRI,1,,NA,M,S,N,XYXY,XYXY,XYXY,NA,NA,XYXY,NA,NA,NA
717,2,Piney,3,1,9,2018-04-21,3,B2,PCIN,40.2,72.9,1.07,N,,NA,0,,6,F,S,N,YXXY,YXXY,YXXY,NA,NA,YXXY,NA,NA,NA
743,2,Piney,3,1,9,2018-04-21,4,B1,PCIN,42.1,82.8,1.07,N,,NA,0,,8,F,S,R,BBBR,BBBR,BBBR,NA,NA,BBBR,NA,NA,NA
732,2,Piney,3,1,9,2018-04-21,4,E0,PCIN,38.9,74.7,0.71,N,,CIRRI,1,,NA,M,S,N,ROXO,BOXO,BOXO,NA,NA,BOXO,NA,NA,NA
734,2,Piney,3,1,9,2018-04-21,4,A8,PCIN,33.5,66.6,0.52,N,,NA,0,,NA,U,S,R,OOOX,OOOX,OOOX,NA,NA,OOOX,NA,NA,NA
741,2,Piney,3,1,9,2018-04-21,4,A7,PCIN,37.5,70.6,0.72,Y,,CIRRI,1,,NA,M,S,R,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
731,2,Piney,3,1,9,2018-04-21,4,B9,PCIN,32.7,59.4,0.42,N,,NA,0,,NA,U,S,N,OROO,OROO,OROO,O floater at bottom,NA,OROO,NA,NA,NA
733,2,Piney,3,1,9,2018-04-21,4,B7,PCIN,39.6,74.6,0.91,N,,NA,0,,0,F,S,N,ORRO,ORRO,ORRO,sex unsure (3),NA,ORRO,NA,NA,NA
727,2,Piney,3,1,9,2018-04-21,4,C6,PCIN,29.3,60.8,0.54,N,,NA,0,,NA,U,S,N,OXXO,OXXO,OXXO,O floater in 4th position,NA,OXXO,NA,NA,NA
730,2,Piney,3,1,9,2018-04-21,4,B9,PCIN,38.9,76,0.66,N,,NA,0,,0,F,S,N,OXXR,OXXR,OXXR,NA,NA,OXXR,NA,NA,NA
725,2,Piney,3,1,9,2018-04-21,4,E4,PCIN,36.9,66.9,0.62,Y,,NA,0,,NA,U,S,N,ROXX,ROXX,ROXX,NA,NA,ROXX,NA,NA,NA
739,2,Piney,3,1,9,2018-04-21,4,D0,PCIN,33,59.9,0.42,N,,NA,0,,NA,U,L,R,RRRR,RRRR,RRRR,NA,NA,RRRR,NA,NA,NA
724,2,Piney,3,1,9,2018-04-21,4,C8,PCIN,38.8,69.5,0.67,Y,,NA,0,,0,F,S,N,RYXR,RRXR,RRXR,R floaters,NA,RRXR,NA,NA,NA
729,2,Piney,3,1,9,2018-04-21,4,B9,PCIN,40.8,77,0.89,N,,CIRRI,1,,NA,M,S,N,RRXX,RRXX,RRXX,some R floaters at top,NA,RRXX,NA,NA,NA
726,2,Piney,3,1,9,2018-04-21,4,E2,PCIN,39.1,64.9,0.78,Y,,CIRRI,1,,NA,M,S,N,RXOX,RXOX,RXOX,NA,NA,RXOX,NA,NA,NA
742,2,Piney,3,1,9,2018-04-21,4,E6,PCIN,43.5,77.8,0.9,Y,,CIRRI,1,,NA,M,S,R,RXXO,RXXO,RXXO,NA,NA,RXXO,NA,NA,NA
728,2,Piney,3,1,9,2018-04-21,4,A6,PCIN,43.3,45.3,0.73,Y,,NA,0,,0,F,S,N,XOXO,XOXO,XOXO,significant tail damage,NA,XOXO,NA,NA,NA
723,2,Piney,3,1,9,2018-04-21,4,D0,PCIN,38.8,76.3,0.81,Y,,CIRRI,1,,NA,M,S,N,XOXR,XOXR,XOXR,NA,NA,XOXR,NA,NA,NA
738,2,Piney,3,1,9,2018-04-21,4,B6,PCIN,40.2,80.9,1.36,N,,NA,0,,9,F,S,R,XXOY,XXOY,XXOY,NA,NA,XXOY,NA,NA,NA
737,2,Piney,3,1,9,2018-04-21,4,B7,PCIN,43.2,75,0.93,N,,NA,0,,0,F,S,R,XXRX,XXRX,XXRX,NA,NA,XXRX,NA,NA,NA
740,2,Piney,3,1,9,2018-04-21,4,B1,PCIN,39.1,72.9,0.77,Y,,CIRRI,1,,NA,M,S,R,XXXY,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
736,2,Piney,3,1,9,2018-04-21,4,D3,PCIN,38.7,65.9,0.75,Y,,CIRRI,1,,NA,M,S,R,XYOY,XYOB,XYOB,some Y in 4th position,NA,XYOB,NA,NA,NA
744,2,Piney,3,1,9,2018-04-21,4,A7,PCIN,38.9,73.6,0.84,N,,CIRRI,1,,NA,M,S,R,YOYY,YOYY,YOYY,NA,NA,YOYY,NA,NA,NA
735,2,Piney,3,1,9,2018-04-21,4,E2,PCIN,38.1,76.5,0.72,N,,NA,0,,0,F,S,R,YRYX,YRYX,YRYX,R floater in 3rd position,NA,YRYX,NA,NA,NA
759,4,Piney,3,1,9,2018-04-22,5,D8,EBIS,45.9,66.5,0.74,N,,NA,0,,NA,M,NA,N,BBXO,BBXO,BBXO,NA,NA,BBXO,NA,NA,NA
751,3,Piney,3,1,9,2018-04-22,5,C9,PCIN,40.1,76.7,0.78,N,,CIRRI,1,,NA,M,S,N,OOXX,OOXX,OOXX,sex unsure (2),NA,OOXX,NA,NA,NA
757,4,Piney,3,1,9,2018-04-22,5,A8,PCIN,38.6,69.4,0.85,N,,NA,0,,NA,M,S,N,OXXR,OXXR,OXXR,NA,NA,OXXR,NA,NA,NA
750,3,Piney,3,1,9,2018-04-22,5,A7,PCIN,33.1,65,0.53,N,,NA,0,,NA,U,S,N,ROOX,ROOX,ROOX,NA,NA,ROOX,NA,NA,NA
747,3,Piney,3,1,9,2018-04-22,5,E7,PCIN,36.1,57.5,0.47,Y,,NA,0,,NA,U,S,N,ROXX,ROXX,ROXX,NA,NA,ROXX,NA,NA,NA
758,4,Piney,3,1,9,2018-04-22,5,C5,PCIN,30.3,61.6,0.59,N,,NA,0,,NA,U,S,N,RRXX,RRXX,RRXX,floaters,Double mark,RRXX2,Changed mark to RRXX2,NH,NA
753,4,Piney,3,1,9,2018-04-22,5,C2,PCIN,47,84,1.23,Y,,NA,0,,7,F,S,N,RXXO,RXXO,RXXO,O floaters,NA,RXXO,NA,NA,NA
746,3,Piney,3,1,9,2018-04-22,5,D9,PCIN,38,51.4,0.66,Y,,NA,0,,NA,M,S,N,RXXR,RXXR,RXXR,NA,NA,RXXR,NA,NA,NA
745,3,Piney,3,1,9,2018-04-22,5,D3,PCIN,43.7,82.4,1.3,Y,,NA,0,,9,F,S,R,RXXX,RXXX,RXXX,added new R mark,NA,RXXX,NA,NA,NA
749,3,Piney,3,1,9,2018-04-22,5,E5,PCIN,41.7,80,1.09,N,,NA,0,,4,F,S,R,XXYY,XXYY,XXYY,Y spread,NA,XXYY,NA,NA,NA
756,4,Piney,3,1,9,2018-04-22,5,D0,PCIN,40.4,73.8,0.77,N,,NA,0,,NA,F,S,R,XYRX,XYRX,XYRX,sex unsure (3),sex,XYRX,Changed sex from M to F,NH,NA
754,4,Piney,3,1,9,2018-04-22,5,D3,PCIN,41.5,71.2,0.84,Y,,NA,0,,NA,F,S,R,XYXX,XYXX,XYXX,NA,NA,XYXX,NA,NA,NA
748,3,Piney,3,1,9,2018-04-22,5,D2,PCIN,41.2,70.3,0.94,Y,,CIRRI,1,,NA,M,S,R,YBXR,YBXR,YBXR,NA,NA,YBXR,NA,NA,NA
752,3,Piney,3,1,9,2018-04-22,5,E8,PCIN,47.1,80.5,1.3,Y,,NA,0,,9,F,S,R,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
755,4,Piney,3,1,9,2018-04-22,5,A9?,PCIN,46.4,67.3,1.51,Y,,NA,0,,8,F,S,R,YXXY,YXXR,YXXR,NA,"Mark, board",YXXY,Changed mark to YXXY,NH,NA
775,3,Piney,3,1,7,2018-04-22,6,E7,PCIN,41.1,65,0.89,Y,,CIRRI,1,,NA,M,S,R,BXYB,BXYB,BXYB,NA,NA,BXYB,NA,NA,NA
760,2,Piney,3,1,7,2018-04-22,6,D2,CENT,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,2,Piney,3,1,7,2018-04-22,6,A3,CENT,NA,NA,NA,NA,,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,3,Piney,3,1,7,2018-04-22,6,E1,PCIN,45.9,82.7,1.05,Y,,NA,0,,10,F,S,R,XXOO,OOOO,OOOO,O barely there in 1st position,NA,OOOO,NA,NA,NA
771,3,Piney,3,1,7,2018-04-22,6,D4,PCIN,43,75.9,0.99,N,,CIRRI,1,,NA,M,S,R,XXYX,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
766,3,Piney,3,1,7,2018-04-22,6,B5,PCIN,46,78.5,1.4,N,,NA,0,,7,F,S,R,XYXX,OYXX,OYXX,Y floater in 4th,NA,OYXX,NA,NA,NA
776,3,Piney,3,1,7,2018-04-22,6,D1,PCIN,38,74,0.78,N,,CIRRI,1,,NA,M,S,R,RRRY,RRRY,RRRY,NA,NA,RRRY,NA,NA,NA
783,3,Piney,3,1,7,2018-04-22,6,E2,PCIN,31.3,55.5,0.43,N,,NA,0,,NA,U,S,N,RRXX,RRXX,RRXX,NA,NA,RRXX,NA,NA,NA
780,3,Piney,3,1,7,2018-04-22,6,A6,PCIN,46.9,85.5,1.39,N,,NA,0,,9,F,S,N,RXOX,RXOX,RXOX,O floater,NA,RXOX,NA,NA,NA
779,3,Piney,3,1,7,2018-04-22,6,A9,PCIN,35.5,67.2,0.67,Y,,NA,0,,NA,U,S,N,RXRX,RXRX,RXRX,NA,NA,RXRX,NA,NA,NA
773,3,Piney,3,1,7,2018-04-22,6,C2,PCIN,34.9,60.1,0.85,Y,,NA,0,,NA,U,S,R,RXXX,RXXX,RXXX,NA,NA,RXXX,NA,NA,NA
763,3,Piney,3,1,7,2018-04-22,6,B6,PCIN,40.1,71.9,0.92,N,,NA,0,,6,F,S,R,RXYX,RXYX,RXYX,NA,NA,RXYX,NA,NA,NA
781,3,Piney,3,1,7,2018-04-22,6,C7,PCIN,37.6,81.6,1.36,N,,NA,0,,7,F,S,R,XYXR,RYXX,RYXX,R mark has moved down to 4th position,NA,RYXX,NA,NA,NA
774,3,Piney,3,1,7,2018-04-22,6,C0,PCIN,17.4,21.1,0.07,Y,,NA,0,,NA,U,S,N,XOOX,XOOX,XOOX,O floater @ bottom,NA,XOOX,NA,NA,NA
782,3,Piney,3,1,7,2018-04-22,6,D5,PCIN,35,51.9,0.5,Y,,NA,0,,NA,U,S,N,XORX,XORX,XORX,NA,NA,XORX,NA,NA,NA
784,3,Piney,3,1,7,2018-04-22,6,B0,PCIN,44,83.1,1.26,N,,NA,0,,8,F,S,N,XOXX,XOXX,XOXX,NA,NA,XOXX,NA,NA,NA
770,3,Piney,3,1,7,2018-04-22,6,E2,PCIN,42.8,85.4,0.99,N,,CIRRI,1,,NA,M,S,R,XRYX,XOYX,XOYX,NA,NA,XOYX,NA,NA,NA
778,3,Piney,3,1,7,2018-04-22,6,D1,PCIN,43.8,82.8,1.19,N,,NA,0,,7,F,S,R,XXRR,XRRR,XRRR,R floater,NA,XRRR,NA,NA,NA
762,3,Piney,3,1,7,2018-04-22,6,B4,PCIN,37.9,67.2,0.62,Y,,CIRRI,1,,NA,M,S,R,XRXX,XRXX,XRXX,NA,NA,XRXX,NA,NA,NA
777,3,Piney,3,1,7,2018-04-22,6,A7,PCIN,45.9,79.2,1.38,Y,,NA,0,,7,F,S,N,XXOO,XXOO,XXOO,NA,NA,XXOO,NA,NA,NA
769,3,Piney,3,1,7,2018-04-22,6,E5,PCIN,43,67.8,0.72,Y,,CIRRI,1,,NA,M,S,R,XXXB,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
772,3,Piney,3,1,7,2018-04-22,6,E5,PCIN,45.2,84.8,1.39,Y,,NA,0,,8,F,S,R,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
768,3,Piney,3,1,7,2018-04-22,6,E3,PCIN,40.5,68.6,0.87,Y,,NA,0,,6,F,S,R,XYXR,XYRR,XYRR,R barely there in 3rd position,NA,XYRR,NA,NA,NA
764,3,Piney,3,1,7,2018-04-22,6,C6,PCIN,45.9,82.5,1.36,N,,NA,0,,10,F,S,R,XXBX,XYYX,XYYX,NA,NA,XYYX,NA,NA,NA
765,3,Piney,3,1,7,2018-04-22,6,C2,PCIN,39.9,74.9,0.79,Y,,NA,0,,NA,M,S,R,RXXX,XYYX,XYYX,could be XYXX,Mark,XYXX,Changed mark to XYXX,NH,NA
789,5,Piney,3,2,10,2018-04-27,1,A7,PCIN,46,78.2,1.54,Y,,NA,0,,10,F,S,R,BXXR,BXXR,BXXR,BR floater (blue not in position),NA,BXXR,NA,NA,NA
801,5,Piney,3,2,10,2018-04-27,1,A7,PCIN,46,78.2,1.54,Y,,NA,0,,10,F,S,R,BXXR,BXXR,BXXR,BR floater (blue not in position),Repeat,BXXR,NA,NA,NA
787,5,Piney,3,2,10,2018-04-27,1,D4,PCIN,42.8,75.8,1.03,Y,,NA,0,,7,F,S,R,OOBO,OOBO,OOBO,B + O floaters,NA,OOBO,NA,NA,NA
799,5,Piney,3,2,10,2018-04-27,1,D4,PCIN,42.8,75.8,1.03,Y,,NA,0,,7,F,S,R,OOBO,OOBO,OOBO,B + O floaters,Repeat,OOBO,NA,NA,NA
788,5,Piney,3,2,10,2018-04-27,1,C9,PCIN,46.2,78.9,1.33,Y,,NA,0,,9,F,S,R,OOOB,OOOB,OOOB,O floater in 4th position,NA,OOOB,NA,NA,NA
800,5,Piney,3,2,10,2018-04-27,1,C9,PCIN,46.2,78.9,1.33,Y,,NA,0,,9,F,S,R,OOOB,OOOB,OOOB,O floater in 4th position,Repeat,OOOB,NA,NA,NA
790,5,Piney,3,2,10,2018-04-27,1,E0,DOCH,39.8,67.9,1,Y,,NA,0,,6,F,NA,R,ORXO,OORO,OORO,R floater in 4th,Recap,OORO,NA,NA,NA
802,5,Piney,3,2,10,2018-04-27,1,E0,DOCH,39.8,67.9,1,Y,,NA,0,,6,F,NA,R,ORXO,OORO,OORO,R floater in 4th,Repeat,OORO,NA,NA,NA
791,5,Piney,3,2,10,2018-04-27,1,D7,PCIN,39.6,60.2,0.7,Y,,CIRRI,1,,NA,M,S,R,OORY,OORY,OORY,NA,NA,OORY,NA,NA,NA
803,5,Piney,3,2,10,2018-04-27,1,D7,PCIN,39.6,60.2,0.7,Y,,CIRRI,1,,NA,M,S,R,OORY,OORY,OORY,NA,Repeat,OORY,NA,NA,NA
